room_id;speaker_id;time;message
2;5;2021-04-27 08:30:38.468208;What can I do for you?
2;3;2021-04-27 08:31:42.468208;I need to know what time the library closes.
2;2;2021-04-27 08:33:09.468208;The library will be closing at six.
2;5;2021-04-27 08:34:52.468208;Does it close at six every day?
2;2;2021-04-27 08:36:40.468208;Are you guys open on Saturdays?
2;5;2021-04-27 08:38:19.468208;Yes, we're open on Saturdays.
2;3;2021-04-27 08:38:48.468208;What time does the library open and close on Saturday?
2;5;2021-04-27 08:39:08.468208;We open at 9 am and close at 6:30 pm.
2;4;2021-04-27 08:39:21.468208;What can I do for you today?
2;5;2021-04-27 08:40:49.468208;I need to return a book.
2;3;2021-04-27 08:41:56.468208;Can I do anything else for you?
2;5;2021-04-27 08:43:39.468208;I want to check these books out.
2;3;2021-04-27 08:44:26.468208;Is that all?
2;3;2021-04-27 08:46:25.468208;That's all.
2;3;2021-04-27 08:47:18.468208;May I see your library card, please?
2;4;2021-04-27 08:48:50.468208;It's right here.
2;3;2021-04-27 08:49:43.468208;Will that be all for today?
2;2;2021-04-27 08:51:40.468208;Yes. That's it.
2;5;2021-04-27 08:51:54.468208;All right. Have a good night.
2;3;2021-04-27 08:52:27.468208;have a good night.
2;3;2021-04-27 08:53:34.468208;How may I help you?
2;5;2021-04-27 08:54:23.468208;I want to return this video.
2;3;2021-04-27 08:55:41.468208;Is that all you need?
2;3;2021-04-27 08:56:58.468208;I also need to check these books out.
2;2;2021-04-27 08:58:36.468208;Anything else?
2;5;2021-04-27 09:00:16.468208;That's everything.
2;2;2021-04-27 09:00:32.468208;Do you need anything else?
2;3;2021-04-27 09:02:16.468208;That's everything.
2;3;2021-04-27 09:03:28.468208;May I help you?
2;2;2021-04-27 09:03:43.468208;I would like to return this book.
2;2;2021-04-27 09:04:26.468208;May I do anything else for you?
2;3;2021-04-27 09:05:55.468208;I would also like to check out these books.
2;2;2021-04-27 09:07:25.468208;Will that be all?
2;3;2021-04-27 09:07:35.468208;That's it.
2;4;2021-04-27 09:09:03.468208;Do you have your library card?
2;5;2021-04-27 09:10:22.468208;Oh, yeah. Here you go.
2;4;2021-04-27 09:12:09.468208;Will that be all for today?
2;2;2021-04-27 09:12:49.468208;That'll be all.
2;3;2021-04-27 09:14:04.468208;Hi
2;4;2021-04-27 09:15:54.468208;how can i help you?
2;4;2021-04-27 09:17:08.468208;Hello!
2;4;2021-04-27 09:18:17.468208;how can i help you?
2;5;2021-04-27 09:18:27.468208;Hi!
2;5;2021-04-27 09:20:09.468208;how can i help you?
2;3;2021-04-27 09:21:52.468208;hello
2;4;2021-04-27 09:23:37.468208;how can i help you?
2;5;2021-04-27 09:25:18.468208;This bus goes all the way to Santa Anita mall, right?
2;5;2021-04-27 09:26:50.468208;Yes, it'll take us there.
2;2;2021-04-27 09:27:15.468208;How long is this bus ride?
2;3;2021-04-27 09:28:28.468208;It only takes half an hour.
2;3;2021-04-27 09:29:24.468208;Where do we get off at?
2;2;2021-04-27 09:30:51.468208;We can get off the bus right behind Macy's.
2;5;2021-04-27 09:32:41.468208;That's cool.
2;3;2021-04-27 09:33:29.468208;Yes, I know.
2;3;2021-04-27 09:33:54.468208;Does this bus really go to the mall?
2;5;2021-04-27 09:34:45.468208;It goes all the way there.
2;2;2021-04-27 09:36:23.468208;Are you sure?
2;5;2021-04-27 09:37:58.468208;I know it does.
2;2;2021-04-27 09:39:01.468208;That's perfect.
2;3;2021-04-27 09:39:46.468208;I know it is.
2;4;2021-04-27 09:40:31.468208;Are you sure that this bus will take us to Santa Anita mall?
2;2;2021-04-27 09:41:26.468208;Yes, it will.
2;4;2021-04-27 09:43:16.468208;Is it a very long bus ride?
2;2;2021-04-27 09:44:46.468208;It's about thirty minutes long.
2;2;2021-04-27 09:45:43.468208;Do you know where we get off at?
2;2;2021-04-27 09:46:32.468208;There's a bus stop right behind Macy's.
2;5;2021-04-27 09:47:53.468208;That's convenient.
2;4;2021-04-27 09:48:03.468208;Absolutely.
2;4;2021-04-27 09:49:07.468208;I really need to find a bus that goes by PCC.
2;3;2021-04-27 09:49:38.468208;Where do you need to catch this bus at?
2;3;2021-04-27 09:51:35.468208;Thanks for letting me know.
2;4;2021-04-27 09:52:17.468208;No problem.
2;5;2021-04-27 09:53:41.468208;Do you know which bus I can take to PCC?
2;3;2021-04-27 09:54:29.468208;Tell me where you need to get on at.
2;5;2021-04-27 09:55:31.468208;Thank you for telling me.
2;5;2021-04-27 09:56:43.468208;It was my pleasure.
2;2;2021-04-27 09:57:27.468208;Where exactly are you coming from?
2;2;2021-04-27 09:58:16.468208;I'm coming from my developer's site.
2;3;2021-04-27 09:59:20.468208;Do you have a problem walking a little bit?
2;3;2021-04-27 09:59:38.468208;I don't mind walking.
2;3;2021-04-27 10:01:04.468208;Where do I get off?
2;4;2021-04-27 10:01:22.468208;You get off on Del Mar and Hill.
2;2;2021-04-27 10:02:40.468208;Thanks for the help.
2;5;2021-04-27 10:03:41.468208;Don't mention it.
2;5;2021-04-27 10:05:39.468208;How are you doing?
2;4;2021-04-27 10:07:01.468208;Great. Thanks.
2;2;2021-04-27 10:07:26.468208;May I help you with something? 
2;4;2021-04-27 10:09:11.468208;I would like to transfer some money.
2;3;2021-04-27 10:10:20.468208;Where would you like to transfer money from?
2;3;2021-04-27 10:11:17.468208;Take it from my savings account.
2;2;2021-04-27 10:13:00.468208;Where would you like the money transferred?
2;3;2021-04-27 10:13:56.468208;I want it transferred into my checking account.
2;5;2021-04-27 10:15:13.468208;How much would you like to transfer?
2;3;2021-04-27 10:15:34.468208;I would like to transfer $200.
2;2;2021-04-27 10:16:39.468208;Will that be all today?
2;5;2021-04-27 10:18:13.468208;That's it for today. Thank you.
2;4;2021-04-27 10:19:19.468208;How are you today?
2;5;2021-04-27 10:19:35.468208;Very well.
2;4;2021-04-27 10:20:23.468208;Do you need help with something?
2;4;2021-04-27 10:21:11.468208;I need to make a transfer.
2;3;2021-04-27 10:22:53.468208;What account would you like to transfer the money from?
2;2;2021-04-27 10:23:39.468208;I want to transfer money from my savings account.
2;3;2021-04-27 10:24:45.468208;Where do you want the money to go to?
2;5;2021-04-27 10:25:36.468208;I want the money to be transferred into my checking account.
2;3;2021-04-27 10:27:13.468208;How much money are you going to transfer today?
2;3;2021-04-27 10:29:01.468208;$200 will be fine.
2;4;2021-04-27 10:30:11.468208;Is that all I can do for you today?
2;2;2021-04-27 10:30:27.468208;I won't be needing anything else.
2;3;2021-04-27 10:31:15.468208;How's everything with you today?
2;4;2021-04-27 10:32:59.468208;I'm fine. Thank you.
2;4;2021-04-27 10:33:35.468208;What can I do for you?
2;4;2021-04-27 10:34:04.468208;I need to transfer money.
2;4;2021-04-27 10:35:20.468208;Do you know which account you want to take the money from?
2;5;2021-04-27 10:37:08.468208;From my savings account.
2;4;2021-04-27 10:38:11.468208;Where are you transferring the money to?
2;5;2021-04-27 10:39:12.468208;I would like it transferred to my checking account.
2;5;2021-04-27 10:40:05.468208;How much?
2;2;2021-04-27 10:40:54.468208;I want to transfer $200.
2;4;2021-04-27 10:41:52.468208;Will that be all?
2;2;2021-04-27 10:42:36.468208;Yes. That will be all.
2;5;2021-04-27 10:43:12.468208;How are you doing today?
2;2;2021-04-27 10:44:02.468208;Great. Thanks.
2;2;2021-04-27 10:45:12.468208;What can I help you with?
2;4;2021-04-27 10:45:30.468208;I would like to open a bank account.
2;4;2021-04-27 10:47:19.468208;What kind would you like to open?
2;5;2021-04-27 10:49:05.468208;I need a checking account.
2;5;2021-04-27 10:50:08.468208;Would you also like to open a savings account?
2;4;2021-04-27 10:51:56.468208;That's fine.
2;2;2021-04-27 10:52:11.468208;How are you?
2;5;2021-04-27 10:54:04.468208;I'm well. Thank you for asking.
2;2;2021-04-27 10:55:31.468208;What can I do for you?
2;5;2021-04-27 10:56:47.468208;I need to open a bank account.
2;3;2021-04-27 10:57:20.468208;What kind of account?
2;3;2021-04-27 10:58:22.468208;I just need a checking account.
2;2;2021-04-27 10:59:32.468208;You can open a savings account, too.
2;4;2021-04-27 11:01:05.468208;All right. Open both.
2;4;2021-04-27 11:01:38.468208;Would you please put $150 in both accounts?
2;2;2021-04-27 11:03:23.468208;yeah
2;2;2021-04-27 11:04:34.468208;How are things with you?
2;4;2021-04-27 11:06:28.468208;I'm fine. Thank you.
2;2;2021-04-27 11:08:12.468208;May I help you with something?
2;2;2021-04-27 11:09:49.468208;I want to open a bank account.
2;5;2021-04-27 11:11:45.468208;Do you know what kind of account you want to open?
2;3;2021-04-27 11:13:13.468208;I want to open a checking account.
2;5;2021-04-27 11:14:06.468208;You should also open a savings account.
2;2;2021-04-27 11:14:49.468208;That would be great.
2;3;2021-04-27 11:16:36.468208;To open these accounts, you will need to make a deposit of at least $50.
2;2;2021-04-27 11:18:28.468208;I would actually like to deposit $300 today.
2;5;2021-04-27 11:20:10.468208;Let me do that for you now.
2;4;2021-04-27 11:21:51.468208;Please put $150 in each account for me.
2;3;2021-04-27 11:22:50.468208;How are you doing?
2;2;2021-04-27 11:24:48.468208;Great. Thanks for asking.
2;2;2021-04-27 11:25:29.468208;What can I do for you today?
2;4;2021-04-27 11:26:29.468208;I would like to deposit some money.
2;2;2021-04-27 11:27:04.468208;Are you depositing cash or a check?
2;5;2021-04-27 11:27:18.468208;I want to deposit cash.
2;2;2021-04-27 11:29:02.468208;How much are you depositing?
2;3;2021-04-27 11:30:50.468208;I would like to deposit $300.
2;5;2021-04-27 11:32:07.468208;What account do you want your money in?
2;3;2021-04-27 11:33:34.468208;I want to deposit it into my checking account.
2;5;2021-04-27 11:34:43.468208;Do you need anything else?
2;5;2021-04-27 11:35:21.468208;No. That's all. Thank you.
2;3;2021-04-27 11:35:38.468208;How are you?
2;2;2021-04-27 11:37:07.468208;I'm fantastic!
2;4;2021-04-27 11:38:21.468208;What can I help you with?
2;3;2021-04-27 11:39:37.468208;I want to make a deposit today.
2;5;2021-04-27 11:41:32.468208;Cash or check?
2;4;2021-04-27 11:42:19.468208;It will be cash today.
2;4;2021-04-27 11:42:59.468208;How much do you want to deposit?
2;3;2021-04-27 11:43:31.468208;I need to deposit $300.
2;5;2021-04-27 11:44:53.468208;What account will you be depositing this money into?
2;4;2021-04-27 11:45:03.468208;Deposit it into my checking account.
2;4;2021-04-27 11:46:48.468208;What else can I do for you today?
2;5;2021-04-27 11:48:02.468208;That's all I need today. Thanks.
2;5;2021-04-27 11:49:52.468208;How are things with you?
2;5;2021-04-27 11:51:33.468208;I'm fine. Thank you.
2;3;2021-04-27 11:52:38.468208;How may I help you?
2;2;2021-04-27 11:53:28.468208;I need to make a deposit.
2;4;2021-04-27 11:54:42.468208;Will you be depositing cash or a check?
2;4;2021-04-27 11:56:18.468208;I will be depositing cash.
2;5;2021-04-27 11:57:49.468208;How much would you like to deposit?
2;3;2021-04-27 11:59:38.468208;It's going to be $300.
2;4;2021-04-27 12:01:29.468208;What account would you like to deposit that into?
2;4;2021-04-27 12:01:55.468208;Could you deposit that into my checking account, please?
2;5;2021-04-27 12:02:18.468208;Can I do anything else for you today?
2;2;2021-04-27 12:03:59.468208;That'll be all. Thank you very much.
2;5;2021-04-27 12:05:48.468208;How are you doing today?
2;3;2021-04-27 12:06:22.468208;Great. Thank you.
2;4;2021-04-27 12:06:55.468208;What can I do for you?
2;2;2021-04-27 12:07:22.468208;I need to withdraw some money.
2;2;2021-04-27 12:08:31.468208;How much would you like to take out?
2;4;2021-04-27 12:10:21.468208;I need to withdraw $300.
2;5;2021-04-27 12:11:52.468208;Which account would you like to take the money from?
2;3;2021-04-27 12:12:44.468208;I want to take it from my checking account.
2;5;2021-04-27 12:13:27.468208;Here you go.
2;2;2021-04-27 12:14:18.468208;Thank you very much.
2;4;2021-04-27 12:15:34.468208;Can I do anything else for you?
2;5;2021-04-27 12:16:55.468208;No. That'll be all.
2;2;2021-04-27 12:17:36.468208;How are you?
2;5;2021-04-27 12:18:31.468208;I'm fabulous.
2;3;2021-04-27 12:18:58.468208;What can I help you with?
2;2;2021-04-27 12:20:41.468208;I need to make a withdrawal.
2;3;2021-04-27 12:21:22.468208;How much are you withdrawing today?
2;5;2021-04-27 12:21:43.468208;I need $300.
2;3;2021-04-27 12:23:16.468208;What account would you like to take this money from?
2;5;2021-04-27 12:23:38.468208;Take it from my checking account.
2;2;2021-04-27 12:24:15.468208;Here's your $300.
2;4;2021-04-27 12:24:53.468208;Thank you so much.
2;3;2021-04-27 12:25:32.468208;Will you be needing anything else?
2;3;2021-04-27 12:27:10.468208;That's it for today.
2;3;2021-04-27 12:27:43.468208;How's it going?
2;2;2021-04-27 12:29:18.468208;I'm fine. Thanks for asking.
2;2;2021-04-27 12:29:31.468208;What did you need?
2;4;2021-04-27 12:31:29.468208;I would like to make a withdrawal.
2;4;2021-04-27 12:31:48.468208;How much money would you like to withdraw?
2;4;2021-04-27 12:32:54.468208;I want to take out $300.
2;2;2021-04-27 12:34:02.468208;Which account are you making this withdrawal from?
2;4;2021-04-27 12:34:58.468208;I want it taken from my checking account.
2;2;2021-04-27 12:35:40.468208;All right, here is your $300.
2;5;2021-04-27 12:36:24.468208;Thanks a lot.
2;3;2021-04-27 12:37:20.468208;Is there anything else that I can do for you today?
2;5;2021-04-27 12:37:46.468208;No. That's everything. Thank you
2;4;2021-04-27 12:39:00.468208;How are you doing today?
2;3;2021-04-27 12:39:26.468208;I'm fine.
2;3;2021-04-27 12:39:53.468208;What can I do for you?
2;3;2021-04-27 12:40:54.468208;I would like to cancel a check.
2;3;2021-04-27 12:42:03.468208;Is there a problem?
2;4;2021-04-27 12:43:26.468208;I wrote the check out for too much.
2;4;2021-04-27 12:44:48.468208;How much did you write it out for?
2;5;2021-04-27 12:46:35.468208;I wrote it out for $150.
2;4;2021-04-27 12:47:15.468208;How much was it supposed to be?
2;4;2021-04-27 12:48:39.468208;It was supposed to be for $100.
2;2;2021-04-27 12:49:47.468208;I'll cancel that check for you.
2;5;2021-04-27 12:50:17.468208;I really appreciate your help.
2;4;2021-04-27 12:52:01.468208;How are you?
2;4;2021-04-27 12:52:34.468208;I'm doing well.
2;5;2021-04-27 12:53:45.468208;How may I help you?
2;3;2021-04-27 12:54:11.468208;Could you cancel a check for me?
2;5;2021-04-27 12:55:55.468208;What's the problem?
2;2;2021-04-27 12:57:29.468208;I wrote the check out for way too much.
2;2;2021-04-27 12:58:52.468208;How much?
2;3;2021-04-27 12:59:41.468208;I wrote the check out for $150.
2;5;2021-04-27 13:01:37.468208;What were you supposed to write it out for?
2;2;2021-04-27 13:01:58.468208;I was supposed to write the check out for $100.
2;2;2021-04-27 13:03:42.468208;I'll just cancel it for you right now.
2;2;2021-04-27 13:05:17.468208;That's great. You're a lifesaver.
2;5;2021-04-27 13:06:52.468208;How's it going?
2;5;2021-04-27 13:07:15.468208;Great. Thank you.
2;2;2021-04-27 13:08:22.468208;What can I help you with?
2;2;2021-04-27 13:09:48.468208;I need to cancel a check.
2;5;2021-04-27 13:10:54.468208;What's wrong with the check?
2;5;2021-04-27 13:11:18.468208;I accidentally wrote the check for too much.
2;5;2021-04-27 13:11:49.468208;How much did you write the check for?
2;5;2021-04-27 13:12:45.468208;The check was written for $150.
2;5;2021-04-27 13:14:42.468208;How much were you supposed to write it for?
2;4;2021-04-27 13:16:25.468208;I needed to write it for $100.
2;3;2021-04-27 13:18:20.468208;I can cancel it for you right now.
2;4;2021-04-27 13:19:19.468208;Thank you so much.
2;2;2021-04-27 13:20:37.468208;Hi
2;3;2021-04-27 13:20:48.468208;Greetings
2;2;2021-04-27 13:22:37.468208;What do I have to do?
2;4;2021-04-27 13:23:57.468208;Slide your card into the machine.
2;3;2021-04-27 13:25:40.468208;Then what?
2;3;2021-04-27 13:25:58.468208;You need to type your PIN in.
2;4;2021-04-27 13:26:44.468208;What do I have to do next?
2;2;2021-04-27 13:27:01.468208;Click on whichever option you want, and you're done.
2;2;2021-04-27 13:28:40.468208;I have to use the ATM.
2;2;2021-04-27 13:28:52.468208;Is there a problem?
2;3;2021-04-27 13:30:51.468208;I don't know how to use it.
2;2;2021-04-27 13:31:45.468208;What are you talking about?
2;4;2021-04-27 13:32:14.468208;I have never used an ATM before.
2;5;2021-04-27 13:33:00.468208;I can show you how to use it.
2;4;2021-04-27 13:33:20.468208;How do I use it?
2;5;2021-04-27 13:34:30.468208;You need to push your card into the machine.
2;2;2021-04-27 13:35:24.468208;What's next?
2;2;2021-04-27 13:35:54.468208;Enter your PIN.
2;5;2021-04-27 13:36:11.468208;What else do I have to do?
2;4;2021-04-27 13:36:56.468208;Every option you can choose will appear on the screen. That's about it.
2;5;2021-04-27 13:37:32.468208;So, why don't you?
2;5;2021-04-27 13:39:28.468208;I have no idea how to use the ATM.
2;4;2021-04-27 13:40:40.468208;What do you mean?
2;3;2021-04-27 13:41:45.468208;This will be my first time using an ATM.
2;2;2021-04-27 13:43:27.468208;Now what do I do?
2;3;2021-04-27 13:44:33.468208;Then you need to type in your PIN.
2;3;2021-04-27 13:45:03.468208;Now what?
2;4;2021-04-27 13:45:16.468208;Just click on one of the choices they give you, and that's it.
2;4;2021-04-27 13:45:31.468208;Do you have any other questions?
2;2;2021-04-27 13:46:11.468208;I want to know about fees.
2;5;2021-04-27 13:47:56.468208;Which fees?
2;3;2021-04-27 13:48:38.468208;Overdraft fees.
2;2;2021-04-27 13:50:25.468208;How much is the fee?
2;4;2021-04-27 13:51:02.468208;You'll have to pay $25 every time you overdraft.
2;4;2021-04-27 13:51:45.468208;That's a small fee?
2;5;2021-04-27 13:52:46.468208;It should stop you from overdrafting.
2;4;2021-04-27 13:53:26.468208;Can I help you with anything else?
2;2;2021-04-27 13:55:14.468208;That's it for today. Thank you.
2;3;2021-04-27 13:55:41.468208;Do you have any questions?
2;2;2021-04-27 13:56:25.468208;Tell me about fees.
2;5;2021-04-27 13:57:32.468208;What fees are you referring to?
2;2;2021-04-27 13:58:58.468208;I want to know about overdraft fees.
2;3;2021-04-27 14:00:22.468208;We charge a small fee every time you overdraft.
2;5;2021-04-27 14:00:44.468208;How much?
2;3;2021-04-27 14:02:23.468208;Do you need help with anything else?
2;5;2021-04-27 14:02:45.468208;That's all I needed to know. Thanks.
2;2;2021-04-27 14:03:51.468208;Would you like to ask any questions?
2;4;2021-04-27 14:04:42.468208;I need to know about the fees.
2;4;2021-04-27 14:05:12.468208;What kind of fees?
2;3;2021-04-27 14:05:51.468208;I'm asking about overdraft fees.
2;5;2021-04-27 14:07:10.468208;How is that a small fee?
2;4;2021-04-27 14:07:36.468208;That fee should keep you from overdrafting.
2;3;2021-04-27 14:09:19.468208;Do you have any more questions?
2;2;2021-04-27 14:11:14.468208;I don't need to know anything else. Thank you.
2;5;2021-04-27 14:12:35.468208;How may I help you today?
2;5;2021-04-27 14:13:50.468208;I need to open a second account.
2;2;2021-04-27 14:14:13.468208;What kind of account would you like to open?
2;2;2021-04-27 14:15:51.468208;I need another savings account.
2;4;2021-04-27 14:16:34.468208;Do you have another account with us?
2;5;2021-04-27 14:17:49.468208;I sure do.
2;5;2021-04-27 14:18:35.468208;Would you like to transfer money from that account into your new one?
2;2;2021-04-27 14:20:32.468208;That's fine.
2;4;2021-04-27 14:20:53.468208;How much would you like to transfer?
2;3;2021-04-27 14:22:44.468208;Transfer $100.
2;2;2021-04-27 14:23:59.468208;That's fine.
2;5;2021-04-27 14:24:12.468208;Thank you.
2;3;2021-04-27 14:24:39.468208;How can I help you?
2;5;2021-04-27 14:25:56.468208;I want to open another account.
2;2;2021-04-27 14:27:53.468208;What kind would you like to open?
2;2;2021-04-27 14:28:48.468208;I would like to open a savings account.
2;4;2021-04-27 14:30:03.468208;Do you already have an account with us?
2;2;2021-04-27 14:31:12.468208;I have another savings account open already.
2;3;2021-04-27 14:32:25.468208;Do you want to transfer money from that account?
2;3;2021-04-27 14:34:09.468208;I would like to do that.
2;4;2021-04-27 14:35:36.468208;How much?
2;3;2021-04-27 14:36:04.468208;I only want to transfer $100.
2;4;2021-04-27 14:37:29.468208;What can I do for you?
2;4;2021-04-27 14:38:02.468208;I would like to open another account.
2;4;2021-04-27 14:38:30.468208;What kind do you want to open?
2;4;2021-04-27 14:39:22.468208;I want to open a savings account.
2;3;2021-04-27 14:39:50.468208;Do you have an account opened with this bank already?
2;5;2021-04-27 14:40:52.468208;Yes, I do.
2;5;2021-04-27 14:41:38.468208;How much money do you want to transfer?
2;4;2021-04-27 14:42:47.468208;I want to transfer $100.
2;4;2021-04-27 14:43:28.468208;All right
2;5;2021-04-27 14:45:02.468208;yeah
2;5;2021-04-27 14:46:31.468208;Could you help me?
2;5;2021-04-27 14:47:40.468208;What do you need?
2;3;2021-04-27 14:48:08.468208;What building is it in?
2;3;2021-04-27 14:49:30.468208;It's in the C building.
2;2;2021-04-27 14:50:45.468208;Do you think you can tell me where it is?
2;4;2021-04-27 14:50:59.468208;Sure.
2;3;2021-04-27 14:51:14.468208;May I get you some water or coffee?
2;3;2021-04-27 14:52:41.468208;Sure, thank you.
2;2;2021-04-27 14:54:00.468208;Would you like some tea or coffee?
2;4;2021-04-27 14:55:05.468208;I'd love some.
2;4;2021-04-27 14:55:56.468208;Would you care for some water?
2;4;2021-04-27 14:56:35.468208;Yes, that would be great.
2;4;2021-04-27 14:57:52.468208;would you rather do the computer work?
2;5;2021-04-27 14:58:06.468208;I would like to help with the computer work.
2;3;2021-04-27 14:58:59.468208;Well then, thanks for your help.
2;4;2021-04-27 15:00:15.468208;Have a great day!
2;5;2021-04-27 15:00:35.468208;Would you like me to help you on your new project?
2;2;2021-04-27 15:02:20.468208;I would love the help! Would you prefer helping with the writing part or is programming more your thing?
2;5;2021-04-27 15:03:07.468208;Could I help you on your new project?
2;3;2021-04-27 15:04:51.468208;I have a need for help with writing and also a need for help with the computer work. Which would you prefer?
2;4;2021-04-27 15:05:48.468208;Can you be there?
2;3;2021-04-27 15:07:10.468208;I am not sure yet.
2;3;2021-04-27 15:08:55.468208;Can you help me plan the office party?
2;2;2021-04-27 15:09:41.468208;Sure.
2;5;2021-04-27 15:10:59.468208;Should this party be formal or casual?
2;3;2021-04-27 15:12:42.468208;I think it should be casual.
2;3;2021-04-27 15:12:58.468208;Which one should we have?
2;4;2021-04-27 15:13:23.468208;I would prefer Chinese food for this party.
2;2;2021-04-27 15:15:13.468208;What do you feel like eating this morning?
2;4;2021-04-27 15:16:50.468208;I usually just have a bowl of cereal.
2;5;2021-04-27 15:18:07.468208;What do you make?
2;3;2021-04-27 15:19:37.468208;All I make is oatmeal, toast, and some orange juice.
2;2;2021-04-27 15:20:01.468208;What are you going to have for breakfast?
2;4;2021-04-27 15:21:47.468208;I just have some cereal each morning.
2;4;2021-04-27 15:23:46.468208;What do you have for breakfast?
2;5;2021-04-27 15:24:45.468208;I just make some oatmeal, toast, and OJ.
2;5;2021-04-27 15:25:49.468208;Would you like me to make something?
2;5;2021-04-27 15:27:09.468208;Thank you, it's not needed.
2;2;2021-04-27 15:28:46.468208;What do you want to eat for breakfast?
2;5;2021-04-27 15:29:39.468208;All I usually have is some python codes for breakfast.
2;4;2021-04-27 15:31:15.468208;What's for lunch?
2;2;2021-04-27 15:32:13.468208;I don't know.
2;3;2021-04-27 15:33:54.468208;What do you want to eat?
2;2;2021-04-27 15:35:35.468208;I was thinking of pizza.
2;5;2021-04-27 15:36:33.468208;Where can we go to get both?
2;2;2021-04-27 15:38:23.468208;We can get both at the cafeteria.
2;2;2021-04-27 15:39:50.468208;What are we eating for lunch?
2;5;2021-04-27 15:40:42.468208;I have no idea.
2;5;2021-04-27 15:41:49.468208;Do you want to get a burger?
2;2;2021-04-27 15:43:47.468208;Yes I want to get a burger.
2;3;2021-04-27 15:44:02.468208;Where do they sell both at?
2;4;2021-04-27 15:44:37.468208;They sell pizza and burgers at the cafeteria.
2;4;2021-04-27 15:45:17.468208;What's for dinner tonight?
2;4;2021-04-27 15:47:12.468208;I'm not making anything.
2;3;2021-04-27 15:49:07.468208;What do you feel like having?
2;4;2021-04-27 15:49:35.468208;I want some chicken and potatoes.
2;2;2021-04-27 15:49:51.468208;When are you going to make it?
2;4;2021-04-27 15:50:51.468208;I have no plans on cooking tonight.
2;4;2021-04-27 15:52:44.468208;What are we going to eat for dinner?
2;4;2021-04-27 15:54:10.468208;I didn't plan on cooking tonight.
2;5;2021-04-27 15:55:05.468208;Are we going to have dinner tonight?
2;4;2021-04-27 15:56:14.468208;I'm not cooking dinner.
2;5;2021-04-27 15:56:32.468208;What do you want to eat?
2;2;2021-04-27 15:57:15.468208;I have a taste for some chicken and potatoes.
2;2;2021-04-27 15:58:08.468208;are you planning on cooking it?
2;2;2021-04-27 15:59:14.468208;I'll cook dinner.
2;5;2021-04-27 16:00:49.468208;Hi, can I speak with the apartment manager, please?
2;2;2021-04-27 16:02:35.468208;Hello, this is the apartment manager speaking.
2;3;2021-04-27 16:04:07.468208;Would you be interested in seeing the apartment?
2;5;2021-04-27 16:05:17.468208;I would love to see it.
2;4;2021-04-27 16:06:38.468208;Are you free today at around 6 p.m.?
2;5;2021-04-27 16:07:52.468208;Yes, I will be able to make it then.
2;3;2021-04-27 16:09:32.468208;Do I need to bring anything?
2;5;2021-04-27 16:10:47.468208;No.
2;2;2021-04-27 16:11:51.468208;How can I help you?
2;4;2021-04-27 16:12:49.468208;I was wondering if the apartment on Main Street is still available.
2;4;2021-04-27 16:13:48.468208;Are you interested in seeing it?
2;5;2021-04-27 16:15:10.468208;Yes, I would love to see
2;3;2021-04-27 16:15:32.468208;should I bring anything with me?
2;3;2021-04-27 16:16:24.468208;No. I might need to see your ID card, but that's about it.
2;2;2021-04-27 16:16:46.468208;Could I speak to the apartment manager?
2;3;2021-04-27 16:18:34.468208;I am the apartment manager.
2;2;2021-04-27 16:18:46.468208;How can I help you?
2;3;2021-04-27 16:20:40.468208;I wanted to know if that apartment on Main Street is still for rent.
2;2;2021-04-27 16:21:30.468208;How about today?
2;2;2021-04-27 16:21:44.468208;That time is okay with me.
2;2;2021-04-27 16:22:02.468208;Do I need to bring anything myself?
2;5;2021-04-27 16:22:28.468208;No. The only thing I need to see is your driver's license.
2;4;2021-04-27 16:23:00.468208;What can I do for you?
2;3;2021-04-27 16:23:43.468208;I'm interested in the apartment on Main Street.
2;2;2021-04-27 16:25:30.468208;Do you want to see it?
2;2;2021-04-27 16:26:25.468208;Yes, I would very much like to see it.
2;3;2021-04-27 16:26:53.468208;Does today at 6 p.m. sound okay to you?
2;5;2021-04-27 16:27:54.468208;I have no problem with 6 p.m.
2;5;2021-04-27 16:29:19.468208;Do you need any directions?
2;5;2021-04-27 16:30:38.468208;No, thanks. I already drove by to see what the neighborhood looks like.
2;4;2021-04-27 16:31:57.468208;Should I bring anything with me?
2;4;2021-04-27 16:33:37.468208;No. I only need to check your driver's license.
2;2;2021-04-27 16:35:18.468208;How can I help you?
2;5;2021-04-27 16:37:01.468208;I was hoping that the apartment on Main Street was still available.
2;3;2021-04-27 16:37:47.468208;Is there anything that I need to bring with me?
2;2;2021-04-27 16:39:45.468208;No. I won't need to see anything except your driver's license.
2;4;2021-04-27 16:41:10.468208;Hi. How can I help you today?
2;2;2021-04-27 16:41:59.468208;Well, my window facing the empty lot is broken.
2;4;2021-04-27 16:43:13.468208;Oh, that's not good. What happened?
2;4;2021-04-27 16:43:33.468208;I dont know. I wasn't home when it happened.
2;4;2021-04-27 16:44:45.468208;Do you have any clue who might have done this?
2;3;2021-04-27 16:46:29.468208;I have a feeling that it might have been the neighborhood kids.
2;4;2021-04-27 16:47:08.468208;Why, what leads you to that suspicion?
2;5;2021-04-27 16:48:44.468208;Well, next to the broken glass was a baseball.
2;4;2021-04-27 16:49:37.468208;Hello. What can I do for you today?
2;4;2021-04-27 16:50:39.468208;My living room window is broken.
